"Gene","F_statistic","p_value","variance","rejected"
"gene_8315",206.004378239036,3.78584878196813e-119,7.80543483510961,TRUE
"gene_11350",204.989954065581,1.00285487073648e-118,7.79395182287168,TRUE
"gene_543",59.260829862704,3.56363150650864e-43,7.79370305768153,TRUE
"gene_6694",93.0683522914383,6.37020470730648e-64,7.78930394771491,TRUE
"gene_17848",148.473165138968,2.9984414466889e-93,7.78817468642983,TRUE
"gene_2508",49.8747161067473,6.06712779089094e-37,7.78204210338106,TRUE
"gene_12809",27.0124238132919,8.8259915109628e-21,7.78164129157391,TRUE
"gene_17148",85.6055043460256,1.48440263054578e-59,7.78021117136771,TRUE
"gene_19578",105.848558239169,3.74573916468703e-71,7.78020044416299,TRUE
"gene_12277",31.0444954606636,9.72849918430603e-24,7.7764439530343,TRUE
"gene_19144",135.889210139514,5.09758556799395e-87,7.77489018150832,TRUE
"gene_3814",76.6482474985976,3.67214398465326e-54,7.77197103143881,TRUE
"gene_3783",69.2529666412929,1.4220010812275e-49,7.76620692681154,TRUE
"gene_6851",223.803969187299,2.05991499233387e-126,7.75243233792956,TRUE
"gene_16435",2.48439404040042,0.0424882108370078,7.73947192379677,TRUE
"gene_9254",181.42750908945,1.43192089182995e-108,7.72201050918284,TRUE
"gene_4475",102.636495853708,2.29014321641957e-69,7.71694365580519,TRUE
"gene_1796",8.89788794797071,5.78743481093824e-07,7.70436137286738,TRUE
"gene_9198",323.479653379789,2.69740602630332e-162,7.70083124181448,TRUE
"gene_1217",4.38425288947399,0.00172893903093357,7.68679537846055,TRUE
"gene_14768",215.562748138961,4.32057143377409e-123,7.68039489135578,TRUE
"gene_13380",79.1567622169627,1.08608934147922e-55,7.6619912787173,TRUE
"gene_17771",417.944831837747,1.58023552736727e-190,7.66148791820938,TRUE
"gene_10202",206.550922526073,2.24177930201414e-119,7.65259490499035,TRUE
"gene_8002",332.270586594366,3.86986843177884e-165,7.64901799819571,TRUE
"gene_445",218.089389279488,4.03960523035305e-124,7.64829253052371,TRUE
"gene_1332",3.49497747235482,0.00795575158550035,7.6452205864863,TRUE
"gene_6979",6.39252372154502,5.05719335174843e-05,7.64466427928602,TRUE
"gene_2639",761.37247046515,6.23712240189052e-266,7.63133813152651,TRUE
"gene_17049",6.3095290995702,5.85908103287924e-05,7.6282763119086,TRUE
"gene_17059",82.8841431287263,6.19488955348368e-58,7.62802251493049,TRUE
"gene_7115",8.70561248169196,8.15547740200304e-07,7.62416734260549,TRUE
"gene_1125",62.5313421710074,2.70844543608645e-45,7.62041101661729,TRUE
"gene_17174",109.871343883719,2.31657097791394e-73,7.61136409902724,TRUE
"gene_14624",61.6514875620688,9.98321353233237e-45,7.60900820231622,TRUE
"gene_1548",62.359600843513,3.48468037937673e-45,7.59808565946474,TRUE
"gene_8936",41.1301018335545,6.24761489978735e-31,7.59388866208149,TRUE
"gene_19368",3.47184388538862,0.00827599960969008,7.58979440943388,TRUE
"gene_8014",464.819255161086,5.9040437981256e-203,7.58795533173149,TRUE
"gene_5626",17.0296329146347,2.92731508534536e-13,7.58606715743366,TRUE
"gene_515",237.363658429011,9.43146632317254e-132,7.5748193504385,TRUE
"gene_13077",12.304316418956,1.30242032965511e-09,7.57358521961775,TRUE
"gene_9076",44.6427118208998,2.26234468397424e-33,7.56181766889515,TRUE
"gene_4595",123.962661000071,6.84065373758455e-81,7.52190180118148,TRUE
"gene_551",103.170715480691,1.15324202777022e-69,7.50721935300409,TRUE
"gene_8335",6.17834698271547,7.39104854716748e-05,7.49419638232911,TRUE
"gene_18531",69.7638322819076,6.79372436786441e-50,7.49161962028225,TRUE
"gene_6162",21.5205918680991,1.12322118041233e-16,7.48510244860518,TRUE
"gene_13307",50.0972577853045,4.29347229424753e-37,7.48373874020686,TRUE
"gene_856",32.5242903625514,8.21027255094913e-25,7.48043780000193,TRUE
"gene_11458",14.0804493835069,5.48995468917508e-11,7.47678747606725,TRUE
"gene_14053",41.7640273568815,2.24869111543863e-31,7.47536800458305,TRUE
"gene_13203",115.456352029383,2.19971955760962e-76,7.47338801022915,TRUE
"gene_10407",52.2021501691868,1.64207495835328e-38,7.46728424088582,TRUE
"gene_3721",58.2154238004204,1.71640037057406e-42,7.46589749131267,TRUE
"gene_2922",32.4239728765221,9.6958867517635e-25,7.4615688049559,TRUE
"gene_15330",115.161018073288,3.16723592685217e-76,7.45478694256399,TRUE
"gene_272",114.550929943393,6.76596909149814e-76,7.45468907597361,TRUE
"gene_10035",79.732418866892,4.86263807501291e-56,7.45252422163136,TRUE
"gene_10432",198.368953953159,6.15867465858625e-116,7.4493665715121,TRUE
"gene_16171",97.5868370098963,1.6258993622761e-66,7.44550384703123,TRUE
"gene_14617",133.564995583969,7.65264230534341e-86,7.44019613486056,TRUE
"gene_14400",77.1208864437419,1.88572290236072e-54,7.43951224977225,TRUE
"gene_14661",33.2109565336644,2.6156267155383e-25,7.43332011765748,TRUE
"gene_11011",262.064269357148,4.32586361975729e-141,7.43161343229398,TRUE
"gene_781",97.9694779616419,9.8745371859307e-67,7.42982262739793,TRUE
"gene_11281",11.737597695912,3.58505252012434e-09,7.42956993122979,TRUE
"gene_18303",155.82810311701,8.55695740655146e-97,7.42106094727432,TRUE
"gene_4265",72.9124031303113,7.39048064170565e-52,7.41597457173678,TRUE
"gene_10416",168.325254356821,1.19396180498083e-102,7.41455015025669,TRUE
"gene_5051",79.6814894907352,5.21840917622031e-56,7.40916061801284,TRUE
"gene_34",118.456165606664,5.46381154258445e-78,7.40418047086672,TRUE
"gene_13910",276.853505588058,1.96549662297398e-146,7.40348587890401,TRUE
"gene_19487",59.7696727533913,1.66137297886643e-43,7.39950354915896,TRUE
"gene_2521",86.2554732501859,6.14003601103222e-60,7.39466347476862,TRUE
"gene_9609",57.5195895911139,4.89378537619137e-42,7.3899460722138,TRUE
"gene_2838",24.1184279450639,1.25402208794923e-18,7.38479553718088,TRUE
"gene_17882",39.5086067521137,8.55264239476149e-30,7.38427084880391,TRUE
"gene_4021",2.39195215255424,0.0493032069221106,7.37901829415543,TRUE
"gene_17010",414.28566727858,1.59649634847394e-189,7.36320609823876,TRUE
"gene_19157",26.4076793919378,2.47438496496731e-20,7.36201849674644,TRUE
"gene_7426",76.7303758508756,3.27194009374243e-54,7.36006212542019,TRUE
"gene_18625",3.78422955121538,0.00486152983201928,7.3582378513833,TRUE
"gene_9613",4.29704438349061,0.00201223406757406,7.35737678655453,TRUE
"gene_17587",143.478372103929,8.3656810019604e-91,7.34559201260537,TRUE
"gene_2663",87.2229549559188,1.65115665626271e-60,7.34010635000278,TRUE
"gene_7366",54.6120138992825,4.07781675420088e-40,7.33967493233756,TRUE
"gene_6584",741.493187478452,2.26869138257769e-262,7.33317072629991,TRUE
"gene_18390",10.4206786340576,3.79110450165789e-08,7.3325933588232,TRUE
"gene_17046",150.448243039848,3.29391884011784e-94,7.32765304571766,TRUE
"gene_3450",271.843125092141,1.2071275074586e-144,7.32752918899773,TRUE
"gene_14767",537.355234282778,1.14968031201047e-220,7.32591387199453,TRUE
"gene_16560",77.9970215494426,5.50974297152842e-55,7.32512799538768,TRUE
"gene_18386",39.503393600647,8.6221968563649e-30,7.31507347372301,TRUE
"gene_8977",304.592019224334,4.77188415292721e-156,7.31374245316474,TRUE
"gene_4594",98.3076611841959,6.33843323712483e-67,7.31044741917971,TRUE
"gene_14984",77.8184392585085,7.07002693675465e-55,7.31007827696352,TRUE
"gene_5111",5.47834244092536,0.00025481991700865,7.28653504380307,TRUE
"gene_3728",39.970600983335,4.06350012412786e-30,7.27568195610926,TRUE
"gene_864",158.099364799316,7.14943004325901e-98,7.27340128430714,TRUE
"gene_13613",457.038542572602,5.75731847222427e-201,7.27056857141699,TRUE
"gene_14190",912.922783562947,6.39495588597533e-291,7.2690283971261,TRUE
"gene_9182",11.7436521209076,3.54675442935619e-09,7.26840213805225,TRUE
"gene_4567",219.453925974429,1.13005503930491e-124,7.26781896630784,TRUE
"gene_9175",4194.48933627587,0,7.26198395701738,TRUE
"gene_13216",217.122083535485,1.00028747718422e-123,7.26091710934958,TRUE
"gene_19601",6.54172966051807,3.87825690076792e-05,7.26041925355326,TRUE
"gene_5822",21.0137436815562,2.70860739660434e-16,7.25168054799784,TRUE
"gene_8062",28.0291124870865,1.57287073809843e-21,7.24403385551019,TRUE
"gene_16062",122.926507786047,2.36578667365713e-80,7.22803284005898,TRUE
"gene_1252",87.7061848816685,8.56403760829448e-61,7.22555584422702,TRUE
"gene_13107",4.15853634875928,0.0025556610977108,7.22188612731985,TRUE
"gene_3695",387.153897194084,7.79939849424988e-182,7.21394206705925,TRUE
"gene_5941",430.140882175722,7.16363923002866e-194,7.21006954296399,TRUE
"gene_18244",33.406558665059,1.88803210765594e-25,7.20081001409145,TRUE
"gene_13099",56.0067010093395,4.87312961963227e-41,7.19361595017568,TRUE
"gene_7934",82.6038001664478,9.09604850667133e-58,7.19020505578107,TRUE
"gene_12984",245.972099773161,4.57685153075601e-135,7.18801948558966,TRUE
"gene_8050",343.103063692877,1.45774583447775e-168,7.18057051176876,TRUE
"gene_14123",14.868490679952,1.35386779307026e-11,7.17519619538214,TRUE
"gene_6573",34.7093082481683,2.19255550257826e-26,7.17065757547209,TRUE
"gene_17772",30.5199222746235,2.3465513865591e-23,7.1650118658682,TRUE
"gene_9098",46.3100647627801,1.6161180361026e-34,7.1638909041674,TRUE
"gene_6836",652.532899191801,1.87130054296567e-245,7.16353186970276,TRUE
"gene_15793",263.476127359099,1.31543205219645e-141,7.15915098867504,TRUE
"gene_15801",3.97339783453329,0.00351531412595333,7.15712047981391,TRUE
"gene_1494",63.7503915345856,4.44359914047615e-46,7.15654486931196,TRUE
"gene_3454",128.293893239385,3.84660205203325e-83,7.14782835298232,TRUE
"gene_17379",30.1675135582849,4.25145111694073e-23,7.14302802843161,TRUE
"gene_1728",19.833949204076,2.11833647114448e-15,7.1419894870871,TRUE
"gene_11964",29.0993457807481,2.56992158341807e-22,7.14122934901027,TRUE
"gene_514",78.0171211158055,5.35679653628625e-55,7.13836170779329,TRUE
"gene_15056",99.5210641361037,1.30369473080855e-67,7.13293080997359,TRUE
"gene_751",39.6407496020677,6.92131752442805e-30,7.1282217111138,TRUE
"gene_7467",73.8738066944731,1.87204048451896e-52,7.12687727009835,TRUE
"gene_16246",1555.90012423363,0,7.11937293087785,TRUE
"gene_2106",64.068427933349,2.77411962170218e-46,7.1190710663597,TRUE
"gene_13593",91.2354744352882,7.32265557459613e-63,7.11820391211819,TRUE
"gene_905",40.3434519165358,2.2213208114708e-30,7.11472071590086,TRUE
"gene_27",51.4884273099719,4.9443556799501e-38,7.11417885307431,TRUE
"gene_17483",7.65519258055485,5.34001748357074e-06,7.11121569335833,TRUE
"gene_16425",115.763470554119,1.50516393855008e-76,7.10975794276452,TRUE
"gene_7628",210.400939437501,5.65256964999817e-121,7.09899265560422,TRUE
"gene_5175",15.4936095410319,4.4604757625976e-12,7.0937215717222,TRUE
"gene_8023",196.684160717219,3.21449705131393e-115,7.09066572439587,TRUE
"gene_1449",52.7132154177183,7.48626601328278e-39,7.08959902493538,TRUE
"gene_2947",21.7108603958264,8.06802093137492e-17,7.08939401641906,TRUE
"gene_13103",250.856996049956,6.33376860543001e-137,7.08604554655886,TRUE
"gene_16059",84.2130150612633,9.96556468263822e-59,7.08415597398835,TRUE
"gene_13688",119.910334274854,9.2308723983348e-79,7.08201675308352,TRUE
"gene_17580",86.8075262261161,2.89978093274337e-60,7.07570469001144,TRUE
"gene_18633",135.044756161664,1.36166236433662e-86,7.07534244235826,TRUE
"gene_18559",20.3946266138185,7.9601136228879e-16,7.07515480386885,TRUE
"gene_18747",59.7981924431657,1.59202608830517e-43,7.07259322474481,TRUE
"gene_2094",14.6623928485894,1.95027607256477e-11,7.06413835520451,TRUE
"gene_13971",2.96893882139856,0.0192176504554156,7.06186198928776,TRUE
"gene_11274",87.3600802295352,1.37194631671753e-60,7.06153682437506,TRUE
"gene_13629",174.044933634005,2.97342200564655e-105,7.05845290064947,TRUE
"gene_14214",130.96767554759,1.62625163116561e-84,7.05654680374368,TRUE
"gene_16415",291.895127228808,1.04516667648604e-151,7.05028315004589,TRUE
"gene_17396",25.9161624813244,5.73242021693069e-20,7.04455018229179,TRUE
"gene_754",18.0086552089468,5.20860561526386e-14,7.04248586786766,TRUE
"gene_17375",331.992098551305,4.75234834038184e-165,7.0312477550771,TRUE
"gene_4349",22.8114068614088,1.19418299307199e-17,7.031044381773,TRUE
"gene_4480",91.5907510722406,4.55131884548705e-63,7.03070983691135,TRUE
"gene_2570",25.5176917203675,1.13285792039887e-19,7.0293093601247,TRUE
"gene_1789",36.3474925948639,1.47872065211983e-27,7.0265422466367,TRUE
"gene_13616",60.959228288274,2.79916675185437e-44,7.02604407995156,TRUE
"gene_1280",74.797184441372,5.03618853756404e-53,7.02346222914659,TRUE
"gene_9201",41.5009592750241,3.43169771640098e-31,7.01942596711781,TRUE
"gene_9707",41.5218574749275,3.31808616690297e-31,7.01782761312438,TRUE
"gene_5821",130.23999161031,3.84600119384928e-84,7.01389390375389,TRUE
"gene_8411",100.220403515605,5.25232439520036e-68,7.0116251271682,TRUE
"gene_4188",59.8673777914914,1.43509139128336e-43,7.01059210580257,TRUE
"gene_4591",103.518941845447,7.4013151739623e-70,7.00640317787206,TRUE
"gene_17149",23.1523670654768,6.62252235846267e-18,6.99605078132367,TRUE
"gene_16391",666.446526422528,3.14059241852419e-248,6.99555136666307,TRUE
"gene_18383",373.50134335199,7.98913362840318e-178,6.99458213391126,TRUE
"gene_18355",12.404419977111,1.08870395404003e-09,6.99346074419054,TRUE
"gene_13019",43.3266974618437,1.8355062807174e-32,6.99019300431077,TRUE
"gene_4581",186.944577464986,5.23301584133765e-111,6.98538238303179,TRUE
"gene_12335",67.59227442945,1.57777407740529e-48,6.98136390435464,TRUE
"gene_8608",115.168769078866,3.13778329290869e-76,6.97170312400595,TRUE
"gene_865",79.3673040092699,8.10097659261184e-56,6.97164146701387,TRUE
"gene_12866",89.9984802095158,3.85120343626229e-62,6.97133530492875,TRUE
"gene_5582",110.373657973525,1.23433999357128e-73,6.96957296986606,TRUE
"gene_15864",117.866041205965,1.12946467098419e-77,6.9677468957624,TRUE
"gene_13829",173.50980759845,5.19565388639744e-105,6.94367254905432,TRUE
"gene_8000",82.9312521537805,5.80362248544978e-58,6.93983031658334,TRUE
"gene_6840",206.741924802603,1.87453921365705e-119,6.93580204000131,TRUE
"gene_7377",113.028105386387,4.45731682939246e-75,6.93403728570074,TRUE
"gene_17167",133.161052945583,1.23114964668865e-85,6.92180927230254,TRUE
"gene_13536",10.3577125215167,4.24306371674643e-08,6.91315205841175,TRUE
"gene_1391",61.1659179910699,2.05973902742283e-44,6.91204785595543,TRUE
"gene_337",46.6678008009785,9.20194930258087e-35,6.8961483499647,TRUE
"gene_4482",28.3273488462351,9.48984998820083e-22,6.89328818873484,TRUE
"gene_6837",257.154031239348,2.79471527235555e-139,6.88667587105149,TRUE
"gene_1202",22.9265354857224,9.78327853494543e-18,6.88535082547974,TRUE
"gene_6688",91.9471365010941,2.83825757780921e-63,6.88230927140903,TRUE
"gene_17008",20.1247046723537,1.27391192711533e-15,6.88200223339036,TRUE
"gene_13428",48.3191815134084,6.87227437539245e-36,6.88138696580564,TRUE
"gene_16392",1763.26119861858,0,6.88030049604177,TRUE
"gene_2891",117.973498539216,9.89660341765463e-78,6.87883882366209,TRUE
"gene_15450",32.5013764951549,8.52872673824073e-25,6.87720961056543,TRUE
"gene_63",58.5708176580856,1.00551797751999e-42,6.87591405950857,TRUE
"gene_16249",171.242082181944,5.52435578913285e-104,6.87547070103033,TRUE
"gene_12983",460.053335252262,9.80862568011299e-202,6.86139710486502,TRUE
"gene_9804",56.19330940811,3.66887328406428e-41,6.86113375202576,TRUE
"gene_1123",390.516153171879,8.33000089923034e-183,6.85622845663338,TRUE
"gene_17229",91.8477078394778,3.23999229176817e-63,6.84782613022945,TRUE
"gene_12568",994.106042833249,6.36486333726126e-303,6.84255395004854,TRUE
"gene_9768",18.3905703579293,2.66572819236136e-14,6.83369833725702,TRUE
"gene_5218",7.7634751307536,4.40088557007924e-06,6.82835791339568,TRUE
"gene_18615",151.000434929336,1.77566434558877e-94,6.82515865518843,TRUE
"gene_7420",372.727490051762,1.35738479647525e-177,6.82408793988026,TRUE
"gene_9980",9.74062271190284,1.28016399708338e-07,6.82225121028529,TRUE
"gene_12055",50.5936314437708,1.98434489680653e-37,6.81510011717913,TRUE
"gene_15989",173.542880142579,5.02822722792176e-105,6.81448413656461,TRUE
"gene_2405",55.9528437216387,5.29114564910889e-41,6.81254643775524,TRUE
"gene_14985",16.341665120675,9.89929407705772e-13,6.80547354755957,TRUE
"gene_587",123.545858974751,1.12609628189185e-80,6.80374304038467,TRUE
"gene_4698",39.5269538113723,8.3033777257018e-30,6.79962625515902,TRUE
"gene_19439",36.3346062148343,1.50990789062155e-27,6.79781766774333,TRUE
"gene_19194",108.51939317149,1.26925576610074e-72,6.79766236421595,TRUE
"gene_16542",145.229771222883,1.15356861631224e-91,6.79053967909674,TRUE
"gene_5423",59.4721713519451,2.59646297597271e-43,6.78981278562944,TRUE
"gene_14338",234.355192686156,1.40427313369658e-130,6.78663631823399,TRUE
"gene_11351",123.328628044271,1.45872094340753e-80,6.78335862628957,TRUE
"gene_18436",146.198756070076,3.87503285180608e-92,6.78019534042526,TRUE
"gene_2551",57.4555882237894,5.39225534588856e-42,6.77747436785688,TRUE
"gene_2206",29.4634164715856,1.39237467731087e-22,6.77253772110566,TRUE
"gene_3028",34.6866764948976,2.27572557855464e-26,6.77068150807202,TRUE
"gene_3451",202.261688283086,1.4009928697689e-117,6.76868249279887,TRUE
"gene_6309",77.53688083829,1.05073988003618e-54,6.76478404105279,TRUE
"gene_591",78.2753592210466,3.72896932886701e-55,6.76471964204128,TRUE
"gene_8033",213.454056343821,3.1343662881963e-122,6.76423678877651,TRUE
"gene_7964",2055.97939272344,0,6.76164647403934,TRUE
"gene_18340",7.61576434291436,5.72834560922199e-06,6.75821964001707,TRUE
"gene_5723",191.837422897675,3.87051280293983e-113,6.75746473941302,TRUE
"gene_5186",322.168664166926,7.13717750520478e-162,6.75315111295807,TRUE
"gene_11362",17.5749859843082,1.11893532385759e-13,6.75164244708455,TRUE
"gene_7458",212.401014895418,8.52379867943296e-122,6.75149724818557,TRUE
"gene_3452",202.854254073696,7.9282791600065e-118,6.74605446683578,TRUE
"gene_11698",365.036102803802,2.73460474278626e-175,6.73837660922839,TRUE
"gene_16401",15.6265193718582,3.5218948633618e-12,6.73670553852764,TRUE
"gene_6336",103.324956134812,9.47468677677317e-70,6.73427090871626,TRUE
"gene_10264",6.6006781171642,3.49506316397961e-05,6.7296562653041,TRUE
"gene_7397",18.2713870137004,3.28545106158943e-14,6.72550012415967,TRUE
"gene_4351",81.8740904134463,2.48763987137346e-57,6.72436073357022,TRUE
"gene_15008",34.084952529042,6.13748398160047e-26,6.72037809091648,TRUE
"gene_7285",194.170517496618,3.82288522291493e-114,6.71011174454846,TRUE
"gene_4479",343.901455931492,8.17380201782632e-169,6.70695806834763,TRUE
"gene_13476",26.8030454921391,1.26031169045177e-20,6.70487525005648,TRUE
"gene_8321",103.994636675166,4.02017708002101e-70,6.70475370123311,TRUE
"gene_5801",176.037582409738,3.75607474532537e-106,6.69612025601915,TRUE
"gene_8037",83.0813600007812,4.72618898783377e-58,6.68095873022608,TRUE
"gene_13825",14.4703786521944,2.74318500906048e-11,6.67889074415933,TRUE
"gene_7790",254.053778280845,4.00249456804538e-138,6.67024300142713,TRUE
"gene_17293",68.0625528253677,7.99238840884169e-49,6.6697828749541,TRUE
"gene_20390",201.542693889383,2.82121328125517e-117,6.66921224202526,TRUE
"gene_15988",75.8917623165324,1.0676292970086e-53,6.66737824165841,TRUE
"gene_5598",296.100308438963,3.67834445488789e-153,6.66620560136661,TRUE
"gene_10364",86.6705152624159,3.49713523798153e-60,6.65802075709469,TRUE
"gene_4061",112.783254531504,6.04785237759081e-75,6.65424501675319,TRUE
"gene_6727",90.0568636127282,3.56881621318551e-62,6.65389567392518,TRUE
"gene_5029",92.39949662465,1.55106639850825e-63,6.6491797360613,TRUE
"gene_17949",371.303529559494,3.58930297271064e-177,6.64807697559041,TRUE
"gene_8003",1038.82647631655,3.12989161876265e-309,6.64403555951507,TRUE
"gene_18091",832.997102721761,3.22202329825701e-278,6.64283967081491,TRUE
"gene_15919",58.2323054329254,1.67428434745109e-42,6.64094225102833,TRUE
"gene_17513",43.2433452522361,2.09470372642274e-32,6.63948862222772,TRUE
"gene_11227",19.086740655275,7.84813908289881e-15,6.63936561442439,TRUE
"gene_17614",85.4412862799695,1.86078062636766e-59,6.63545645128459,TRUE
"gene_10129",15.7789292109459,2.68436351981391e-12,6.63533460584926,TRUE
"gene_15806",48.0941477437235,9.77136900030461e-36,6.62918502315686,TRUE
"gene_1073",206.907342100471,1.5962816620262e-119,6.62868883749976,TRUE
"gene_8105",51.3235901710422,6.38698641362577e-38,6.62826894425224,TRUE
"gene_16319",123.960504700915,6.85547753086406e-81,6.62821842066761,TRUE
"gene_14326",34.9462566336115,1.48525273990063e-26,6.61801044643792,TRUE
"gene_17896",18.2796469638156,3.23861336546134e-14,6.61239707995651,TRUE
"gene_11604",95.1581464083147,3.98533893386017e-65,6.60275602090107,TRUE
"gene_334",36.7551035163297,7.59878995317944e-28,6.60012524182791,TRUE
"gene_3619",506.621523490185,2.09851754185854e-213,6.59883850972961,TRUE
"gene_2562",55.1326380319412,1.84686974537142e-40,6.59552596615358,TRUE
"gene_10526",72.2869410166138,1.80875068593906e-51,6.59486786225686,TRUE
"gene_10433",37.4243068433967,2.55033307360724e-28,6.59338692485896,TRUE
"gene_4569",91.6013308574378,4.48909460987663e-63,6.59312075183246,TRUE
"gene_5559",50.7998383748095,1.43880810886313e-37,6.59269784419442,TRUE
"gene_15894",1289.15392340245,0,6.59038469882686,TRUE
"gene_3269",4.03969553889355,0.00313617128904592,6.5890160601388,TRUE
"gene_6941",75.9230348683531,1.02175294049429e-53,6.58505000574187,TRUE
"gene_90",53.9062187832724,1.20107412073699e-39,6.58263457602233,TRUE
"gene_19118",41.5695196510556,3.07347984032201e-31,6.57065634446329,TRUE
"gene_2138",46.6812237085768,9.01096053485209e-35,6.55063346141589,TRUE
"gene_15990",136.574851670205,2.29940984868664e-87,6.54090500845117,TRUE
"gene_18380",9.02097329924851,4.64326992188849e-07,6.54051926133688,TRUE
"gene_7428",40.8773078478677,9.37775860467187e-31,6.52533635455101,TRUE
"gene_8819",282.690551968014,1.73057066362209e-148,6.52120049427816,TRUE
"gene_3977",82.2436926748632,1.49521310732613e-57,6.51988340769685,TRUE
"gene_2433",76.894530697554,2.59411930629493e-54,6.51826158693582,TRUE
"gene_17729",7.54644285260697,6.48602596076629e-06,6.50970740017816,TRUE
"gene_6558",230.943168492973,3.02968277621701e-129,6.50789398048805,TRUE
"gene_5362",107.999447885656,2.44910261178555e-72,6.50502827467861,TRUE
"gene_18801",27.0861789294167,7.78980312001209e-21,6.50095726443975,TRUE
"gene_17837",539.647280752458,3.39305480825089e-221,6.49996703689335,TRUE
"gene_5061",8.4833306624866,1.21348940688895e-06,6.49012470709403,TRUE
"gene_2449",87.215740698129,1.66719708214059e-60,6.48488636012551,TRUE
"gene_18676",644.942847187077,6.23728286736127e-244,6.48327013319592,TRUE
"gene_17288",141.567054473999,7.38157397418271e-90,6.48325317294442,TRUE
"gene_5375",35.9484107973018,2.84371840537623e-27,6.47915818689114,TRUE
"gene_5610",40.2211016108537,2.70824769492497e-30,6.47837361946997,TRUE
"gene_3971",153.541866935292,1.06117172496458e-95,6.47617895462766,TRUE
"gene_17209",113.128554799529,3.93687379018392e-75,6.47598116771172,TRUE
"gene_4593",150.537614729423,2.98003343374006e-94,6.47506150561202,TRUE
"gene_13106",57.587017218357,4.42093491743371e-42,6.47033652756358,TRUE
"gene_13347",47.2619359640961,3.61205524170941e-35,6.46524689812056,TRUE
"gene_10349",241.54483377185,2.31025441731699e-133,6.46465169769645,TRUE
"gene_4902",56.3907506986595,2.71695638636422e-41,6.4626345709321,TRUE
"gene_2844",410.599630551269,1.65942859204605e-188,6.46260258360298,TRUE
"gene_5201",14.9955385647656,1.08049963048509e-11,6.46097307766231,TRUE
"gene_18408",264.730352787067,4.61395150494573e-142,6.46065749274313,TRUE
"gene_7967",88.3751772744475,3.45799316359531e-61,6.46007234887121,TRUE
"gene_7791",3.19044800962328,0.013293921328922,6.45792872729335,TRUE
"gene_5673",22.6341642788624,1.62270067866151e-17,6.45282929064572,TRUE
"gene_17593",62.2241655778232,4.25800996650713e-45,6.44843450305608,TRUE
"gene_7438",244.100525748403,2.39799614874213e-134,6.44784958894119,TRUE
"gene_661",360.117330749886,8.2759433932863e-174,6.43750227185107,TRUE
"gene_19379",131.755877935073,6.43183672609773e-85,6.4366284410483,TRUE
"gene_4222",16.9409687680062,3.42544521988016e-13,6.43585905834023,TRUE
"gene_7417",373.759218788104,6.70517360277954e-178,6.4337515970867,TRUE
"gene_7592",197.019636713123,2.30327039247229e-115,6.43324385368788,TRUE
"gene_13843",59.3394066171243,3.16519488000426e-43,6.43241831798284,TRUE
"gene_6790",62.5079475152648,2.80268642320221e-45,6.4242783357208,TRUE
"gene_19159",1269.36408759648,0,6.42191120753965,TRUE
"gene_10998",83.3435269042779,3.2907581262655e-58,6.42127381564961,TRUE
"gene_9199",6.73109314063295,2.7731652059455e-05,6.41930893403268,TRUE
"gene_8538",97.3720207586052,2.15418255965649e-66,6.41895711762415,TRUE
"gene_14829",184.798166852878,4.58799575343793e-110,6.4188523226057,TRUE
"gene_8414",89.8814639729489,4.50791430227213e-62,6.414674885428,TRUE
"gene_17016",22.1914983131896,3.49810598823455e-17,6.41348802397934,TRUE
"gene_9185",10.5663973863723,2.91984166496549e-08,6.41112668742875,TRUE
"gene_4981",66.4467819539666,8.4089567420679e-48,6.41078183991978,TRUE
"gene_10973",14.7807525170888,1.58086760110469e-11,6.40267895370383,TRUE
"gene_12985",74.1866650039579,1.20028950947197e-52,6.39615014227424,TRUE
"gene_4069",112.591937874527,7.67105571314541e-75,6.39333653560546,TRUE
"gene_8449",25.2651219292497,1.74485007558499e-19,6.38729163175784,TRUE
"gene_3785",428.323356812798,2.25142131425596e-193,6.3854355200048,TRUE
"gene_9174",220.971532455814,2.79845967490812e-125,6.3800460799802,TRUE
"gene_2895",78.5826484705941,2.42077269817029e-55,6.37960717485284,TRUE
"gene_8066",113.443992306642,2.66756544081574e-75,6.37219036738291,TRUE
"gene_713",13.3657907577974,1.96151021927253e-10,6.36934851171344,TRUE
"gene_19616",113.311915571001,3.13807013205099e-75,6.36771694151302,TRUE
"gene_19208",69.6462138058863,8.04899402965535e-50,6.36589440378333,TRUE
"gene_14154",241.533713983375,2.32981173456867e-133,6.3617519266613,TRUE
"gene_4157",14.9320621552604,1.20956982028269e-11,6.36159203633666,TRUE
"gene_18462",103.300423028698,9.76959300424894e-70,6.35973978399613,TRUE
"gene_2836",3.15055621641625,0.0142140887751065,6.35529621978196,TRUE
"gene_17398",23.0738130144189,7.57700865819541e-18,6.35425001451759,TRUE
"gene_12868",42.7088782319512,4.92180921392966e-32,6.35010872950688,TRUE
"gene_5257",5.25512716091587,0.00037740178369975,6.34960362310779,TRUE
"gene_13523",127.632545271569,8.43968797758285e-83,6.34955969798422,TRUE
"gene_3494",104.701788344324,1.62535131236424e-70,6.34266423831265,TRUE
"gene_4007",51.9574857547041,2.39485154796392e-38,6.33808703970303,TRUE
"gene_18935",128.312060075226,3.7666981960804e-83,6.33756772936101,TRUE
"gene_14920",93.2888587489619,4.76570896242881e-64,6.33640329180799,TRUE
